femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id,declarationYear,latitude,longitude
DR-119-CA,119,CA,DR,1961-11-16T00:00:00.000Z,1962,Fire,FIRE (LOS ANGELES COUNTY),0,1,1,1,1961-11-16T00:00:00.000Z,1961-11-16T00:00:00.000Z,1963-08-01T00:00:00.000Z,0,6,0,0,Statewide,61019,,2023-05-22T03:41:22.800Z,759a3b4ef87d507a08230aed07ad2fbc7e6c5ef3,93745c56-6e16-4944-b427-c38338b522bb,1961,,
DR-118-TX,118,TX,DR,1961-09-16T00:00:00.000Z,1961,Hurricane,HURRICANE CARLA,0,1,1,1,1961-09-16T00:00:00.000Z,1961-09-16T00:00:00.000Z,1964-05-04T00:00:00.000Z,0,48,0,0,Statewide,61018,,2023-05-22T03:41:22.800Z,98edf1823f88f8ca688637537bea3b5697d16507,bed49d2d-b719-48ef-901f-e6d180b273e6,1961,,
DR-117-WV,117,WV,DR,1961-07-23T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-07-23T00:00:00.000Z,1961-07-23T00:00:00.000Z,1963-03-22T00:00:00.000Z,0,54,0,0,Statewide,61017,,2023-05-22T03:41:22.800Z,da803278e35058f256348d244ac65275d80e5acc,64a61421-5dda-4862-b627-64d297c5fe95,1961,,
DR-116-ID,116,ID,DR,1961-06-26T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-06-26T00:00:00.000Z,1961-06-26T00:00:00.000Z,1963-04-03T00:00:00.000Z,0,16,0,0,Statewide,61013,,2023-05-22T03:41:22.800Z,3af2706b91f873d56222b49b3917fb77769d40f9,f7b85662-e790-4f1f-ba69-562aee42fd97,1961,,
DR-115-IL,115,IL,DR,1961-05-27T00:00:00.000Z,1961,Flood,FLOODS & TORNADOES,0,1,1,1,1961-05-27T00:00:00.000Z,1961-05-27T00:00:00.000Z,1963-10-14T00:00:00.000Z,0,17,0,0,Statewide,61015,,2023-05-22T03:41:22.800Z,ce582dde9da29950c0043b8a83489b57973858c1,d9672260-e8d7-4a03-b255-3530f79535a0,1961,,
DR-114-MO,114,MO,DR,1961-05-27T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-05-27T00:00:00.000Z,1961-05-27T00:00:00.000Z,1962-12-31T00:00:00.000Z,0,29,0,0,Statewide,61014,,2023-05-22T03:41:22.800Z,1a2cf971a55a678b95aec79646ed7f1fd93a3bba,78569dcc-5d60-441e-a513-66bc287d79f4,1961,,
DR-113-IN,113,IN,DR,1961-05-20T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-05-20T00:00:00.000Z,1961-05-20T00:00:00.000Z,1963-08-29T00:00:00.000Z,0,18,0,0,Statewide,61016,,2023-05-22T03:41:22.800Z,683062118ebcdccbebca85e82a8360ba07b00067,1a77e14d-3abf-4bfb-8584-f9faf53a3be4,1961,,
DR-112-AR,112,AR,DR,1961-05-16T00:00:00.000Z,1961,Flood,FLOODS & TORNADOES,0,1,1,1,1961-05-16T00:00:00.000Z,1961-05-16T00:00:00.000Z,1966-01-26T00:00:00.000Z,0,5,0,0,Statewide,61009,,2023-05-22T03:41:22.800Z,cf1ce6d048132f47a071455fa69102ab7ef793ae,33f4f96e-5042-49a2-8fe9-8d257284f307,1961,,
DR-111-IA,111,IA,DR,1961-03-31T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-03-31T00:00:00.000Z,1961-03-31T00:00:00.000Z,1962-10-23T00:00:00.000Z,0,19,0,0,Statewide,61012,,2023-05-22T03:41:22.800Z,6b4b030cea1d21c9d45c0b285d9bdcf4991ebe7c,8cf8d5f2-6ecd-4149-939b-eabf12590933,1961,,
DR-110-GA,110,GA,DR,1961-03-02T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-03-02T00:00:00.000Z,1961-03-02T00:00:00.000Z,1962-07-17T00:00:00.000Z,0,13,0,0,Statewide,61011,,2023-05-22T03:41:22.800Z,b300883ed9ef748f858d83157bb68b7556d03950,0ba6c2b5-48b2-4e73-b5cf-8d5d276ab2ae,1961,,
DR-109-AL,109,AL,DR,1961-02-27T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-02-27T00:00:00.000Z,1961-02-27T00:00:00.000Z,1962-08-22T00:00:00.000Z,0,1,0,0,Statewide,61010,,2023-05-22T03:41:22.800Z,5d58d369788c32681bb86e1e70d9c7920559a2fb,3a2da2a9-8454-45d2-84ed-5185d8b31625,1961,,
DR-108-MS,108,MS,DR,1961-02-27T00:00:00.000Z,1961,Flood,FLOODS,0,1,1,1,1961-02-27T00:00:00.000Z,1961-02-27T00:00:00.000Z,1962-08-23T00:00:00.000Z,0,28,0,0,Statewide,61008,,2023-05-22T03:41:22.800Z,bd2ba9365f3461d16b81c2506e0c78b7f224e22d,9136ee32-dbdf-4837-a8b3-c82ccac737fa,1961,,
